Amt of Given Credit_scaled,Sex_scaled,Education_scaled,Marriage_scaled,Age_scaled,Payment Status (Apr)_scaled,Payment Status (May)_scaled,Payment Status (Jun)_scaled,Payment Status (Jul)_scaled,Payment Status (Aug)_scaled,Payment Status (Sep)_scaled,Amt of Bill (Sep)_scaled,Amt of Bill (Aug)_scaled,Amt of Bill (Jul)_scaled,Amt of Bill (Jun)_scaled,Amt of Bill (May)_scaled,Amt of Bill (Apr)_scaled,Amt Paid (Sep)_scaled,Amt Paid (Aug)_scaled,Amt Paid (Jul)_scaled,Amt Paid (Jun)_scaled,Amt Paid (May)_scaled,Amt Paid (Apr)_scaled,Default Payment Next Month
0.31506849315068497,0.0,0.0,0.6666666666666666,0.13725490196078438,0.0,0.0,0.0,0.0,0.0,0.0,0.007920271766671046,0.04189955823837718,0.11607697665206755,0.019521927777630586,0.008570472045530634,0.3919330254094826,0.001741397177440894,0.0010760460917411813,0.013592344607603666,0.0024572561328157264,0.0010740926223674846,0.0015233439426805642,0
0.5342465753424658,0.0,0.3333333333333333,0.3333333333333333,0.2549019607843137,0.0,0.0,0.0,0.0,0.0,0.0,0.040908323110233735,0.05753447130056028,0.13774285172551676,0.023930105017740722,0.03685184820496662,0.4007337596303069,0.05169171928250163,0.039170058192308586,0.018772091152044597,0.0765930866440902,0.026223015893935,0.016542472624698445,0
0.054794520547945216,0.0,0.6666666666666667,0.6666666666666666,0.3137254901960784,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.08585697442888562,0.11831645130996801,0.20736425740734135,0.10751224323845121,0.10475590303078045,0.45052426226257153,0.005341709133254276,0.0133185459514591,0.0023947048286828165,0.007227223920046255,0.009225335406837292,0.0,1
0.23287671232876714,0.0,0.3333333333333333,0.6666666666666666,0.13725490196078438,0.0,0.0,0.0,0.0,0.0,0.0,0.010489838608680222,0.04135384285740591,0.11702688851301248,0.0086308971853289,0.00845231296402056,0.3920367940561319,0.0,0.0013731140311789307,0.0007950420031226951,0.0025811514000165193,0.011531669258546614,0.0024095478332894094,0
0.27397260273972607,0.0,0.6666666666666667,0.3333333333333333,0.47058823529411764,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.6666666666666667,0.7777777777777777,0.20491869010102526,0.24709188943069832,0.3592262536114485,0.28772374607431744,0.29423383682230847,0.5692378999993082,0.055970428298238305,0.034585309660319315,0.02652854009214824,0.05718799041876601,0.0384762381718021,0.030345243025488498,1
0.054794520547945216,0.0,0.3333333333333333,0.6666666666666666,0.11764705882352944,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.008029469826358023,0.04200669254629793,0.11692926911228295,0.0083944900841487,0.009759940132732035,0.3921797641915154,0.0020832665619691677,0.002574588808460495,0.0005172562429954883,0.004460229619228546,0.0,0.0011294755468544107,0
0.3972602739726028,1.0,0.0,0.6666666666666666,0.17647058823529416,0.0,0.0,0.0,0.0,0.0,0.0,0.00853792329177551,0.046844476138343874,0.1154649781013402,0.016799170129555167,0.012895094428799308,0.3924795402818356,0.017563539630140058,0.0,0.010393018956483422,0.01379367308168828,0.0026358101162392263,0.002160483994752283,0
0.16438356164383564,0.0,0.6666666666666667,0.3333333333333333,0.6862745098039217,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.11761484138128721,0.151799270482322,0.2417732188683283,0.14767291854756368,0.15099155162567204,0.4738168644804534,0.016025127399762827,0.00990226464792498,0.007184114486048449,0.028392665400181715,0.0,0.0,1
0.4794520547945206,1.0,0.0,0.6666666666666666,0.21568627450980393,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.01182751483984569,0.13689923181353275,0.12539024294089707,0.1474446634153897,0.03496918017290612,0.4102816281070062,0.30494214929008684,0.01747749710358759,0.16392712434265352,0.07169922358965888,0.05353989298610928,0.11095794006828984,0
0.26027397260273977,1.0,0.6666666666666667,0.6666666666666666,0.5098039215686274,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.347645672770952,0.38108175519475845,0.4795402877144107,0.40777983162108017,0.40181571121920484,0.610526291516106,0.04387679882055062,0.02310528417849162,0.016283992835043153,0.0368278681754357,0.0,0.019797679072555772,1
0.013698630136986302,1.0,0.3333333333333333,0.6666666666666666,0.196078431372549,0.2222222222222222,0.6666666666666667,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.04439412992180395,0.07665292334372871,0.1557536311601127,0.050415852318929484,0.04745071781642018,0.4151783552438909,0.0,0.00330075488264166,0.0,0.0,0.002504019610427265,0.0,0
0.054794520547945216,1.0,0.0,0.6666666666666666,0.05882352941176472,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06907118519137813,0.1036055716536013,0.1862014977068827,0.08633954173706232,0.08488548415683649,0.4377169052961211,0.010149247353183124,0.004621056835698324,0.004070998208760788,0.007908647889650617,0.005271620232478453,0.0,1
0.12328767123287673,0.0,0.0,0.3333333333333333,0.5098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.008029469826358023,0.04381960591314421,0.11619712360681157,0.008749100735919002,0.008401110695366195,0.3915571523116195,0.007868337553283549,0.0012872944042302476,0.0009339348831862984,0.0020132980920128853,0.0,0.006892696926957685,0
0.27397260273972607,1.0,0.3333333333333333,0.3333333333333333,0.3921568627450981,0.0,0.0,0.0,0.0,0.0,0.0,0.012632850530037144,0.04400876492556677,0.11610889068692143,0.01562324860040882,0.009360168573622955,0.3915571523116195,0.008471950685341281,0.0011321589247460895,0.009011274270333438,0.004527339555628975,0.0,0.0012134621900820462,1
0.027397260273972608,0.0,0.6666666666666667,0.3333333333333333,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.008029469826358023,0.04200669254629793,0.11619712360681157,0.008443401898185982,0.010232576458772328,0.3924564805825802,0.0020832665619691677,0.0012872944042302476,0.000574729158883876,0.007588585116048568,0.0,0.0,0
0.09589041095890412,0.0,0.0,0.6666666666666666,0.27450980392156865,0.0,0.0,0.0,0.0,0.0,0.0,0.020993326974821317,0.04801123571054319,0.12832070225895048,0.01145759243823355,0.010346796904232066,0.4145499784391812,0.021276027477751782,0.0226200732107433,0.004116497600505762,0.007113653258445528,0.06570415667255332,0.007002748390497346,0
0.23287671232876714,1.0,0.0,0.6666666666666666,0.21568627450980393,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.012719867733850204,0.0511516101114699,0.12076083059091651,0.007954283757813152,0.013188522814549321,0.3915571523116195,0.015068961464910312,0.0,0.0,0.014562856198893203,0.0,0.0005097120416573751,0
0.027397260273972608,1.0,0.0,0.6666666666666666,0.37254901960784315,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.007606327345070987,0.04171374717307715,0.11572592226867487,0.007993005610592668,0.00767049370802891,0.3916482381236784,0.001896306742305268,0.00039609058591699926,0.0,0.0,0.00019768575871794198,0.0001737654687468324,0
0.20547945205479454,1.0,0.0,0.3333333333333333,0.33333333333333337,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.014995964790450629,0.04916125554712989,0.12667055892738804,0.04655589499448723,0.04028043088678391,0.40614471806058705,0.024913731397497942,0.01970220589448807,0.04535810416008122,0.0,0.041685336988323364,0.005548910635315514,0
0.09589041095890412,1.0,0.0,0.6666666666666666,0.3137254901960784,0.0,0.0,0.0,0.0,0.0,0.0,0.02462245623973069,0.04177066227416004,0.12670247296224194,0.008337426301105202,0.010870635498926723,0.4110103146034769,0.0013781609563796031,0.019788025521436752,0.00045020450779236946,0.008486825803254315,0.05558923535148528,0.01158436458312216,0
0.6164383561643836,0.0,0.0,0.3333333333333333,0.37254901960784315,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.007655807715866649,0.04589868107623109,0.11544057325115782,0.013336621294165837,0.007613383485299042,0.41753966844764406,0.014572182515517665,0.0,0.0063555466153241945,0.0,0.07428042383826669,0.0,1
0.054794520547945216,1.0,0.0,0.6666666666666666,0.0980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.009336434103236528,0.04188281850276457,0.1160582036903888,0.008598289309304044,0.008255381161503771,0.3919214955598549,0.0016879800861083513,0.0010430385429147646,0.00075672672586377,0.0016312876848104403,0.0010411449959144945,0.0009151648020666506,0
0.27397260273972607,1.0,0.0,0.3333333333333333,0.4901960784313726,0.0,0.0,0.0,0.0,0.0,0.0,0.19563856124731482,0.11163729680053433,0.15652895447744522,0.048869016200000406,0.03947891845054058,0.39223280149980283,0.22427699966881404,0.07220071230290367,0.048076094140636225,0.08347959857933428,0.0019307309101452331,0.05727599459010174,0
0.36986301369863017,0.0,0.0,0.6666666666666666,0.23529411764705888,0.0,0.0,0.0,0.0,0.0,0.0,0.008896229425123402,0.0428570711154188,0.11607509935589969,0.00978440079970816,0.008273105023730283,0.0,0.0047968548016623395,0.0010727453368585397,0.002150444936157169,0.0016777484100107378,0.0,1.0,1
0.027397260273972608,0.0,0.3333333333333333,0.3333333333333333,0.43137254901960786,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.010264617610575831,0.04572291385229862,0.11905812296665358,0.0124011828507028,0.01157171271588649,0.3945157117260876,0.005875880046579704,0.0,0.000718411448604845,0.0,0.0019768575871794195,0.0,0
0.15068493150684933,1.0,0.3333333333333333,0.3333333333333333,0.1568627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.010240730535019307,0.04245364348715477,0.11955560645114055,0.010854346731773726,0.00763307666555072,0.39365558494386116,0.003509502900548059,0.00765445057284601,0.0034076649712156478,0.0,0.00599646801444424,0.007228643499868228,0
0.6712328767123288,1.0,0.3333333333333333,0.3333333333333333,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.02525034508293081,0.08145555349098817,0.1154649781013402,0.025277217896017556,0.01667224640107131,0.3915571523116195,0.12799803425103895,0.0,0.02035499104380394,0.023694969852151648,0.0,0.0,0
0.027397260273972608,0.0,0.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.02394849946510013,0.05911972426307499,0.1367516393488786,0.03412414226001113,0.03488056086177357,0.408291576061265,0.0064100509599051315,0.003960905859169993,0.004789409657365633,0.007743454200049559,0.004942143967948549,0.0043441367186708105,1
0.06849315068493152,1.0,0.0,0.6666666666666666,0.11764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,0.042933605873490634,0.06445635197637689,0.14243421484903723,0.017918027875658014,0.008170700486421554,0.4050885838346896,0.0737636614211083,0.04813490845356333,0.01170771190743029,0.0014093086644090197,0.04466709718231899,0.0,0
0.28767123287671237,1.0,0.3333333333333333,0.3333333333333333,0.3921568627450981,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.008473086943836366,0.04244192567222593,0.11607509935589969,0.009890376396788938,0.008568502727505466,0.3919318724245198,0.0017360554683076396,0.0,0.0022749695872486754,0.0,0.0010707978597221857,0.0009412296223786755,1
0.19178082191780824,0.0,0.0,0.3333333333333333,0.37254901960784315,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.17773861055706366,0.21308009461298566,0.30331474184361745,0.22189252036463758,0.21863959510821404,0.5177259908176277,0.027776887492922234,0.0,0.019397109112330814,0.020649211200132155,0.013838003110255938,0.012163582812278268,0
0.26027397260273977,1.0,0.3333333333333333,0.3333333333333333,0.3137254901960784,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.0,0.007058630826953493,0.042199199505843006,0.11581978707706864,0.021757605277584732,0.053338978711672154,0.4110345272876951,0.005341709133254276,0.0,0.016523463317911432,0.12389526720079294,0.05601096497008356,0.00724022786445135,1
0.26027397260273977,1.0,0.0,0.6666666666666666,0.1568627450980392,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.011447027850623879,0.04166018001911678,0.12456423262703194,0.04908708137091663,0.05650170346009178,0.41951473168886927,0.0,0.01608127778823017,0.04833232755730529,0.025811514000165195,0.0,0.00289609114578054,0
0.34246575342465757,0.0,0.0,0.3333333333333333,0.2549019607843137,0.0,0.0,0.0,0.0,0.0,0.0,0.09208979492945635,0.04184096916373303,0.21131596584071893,0.012745603541215334,0.07466669292424033,0.3918926709357856,0.0015544373577769943,0.1685299427979179,0.08548138356466181,0.17571962501032462,0.0009587759297820186,0.0008427625234221372,0
0.20547945205479454,0.0,0.0,0.6666666666666666,0.17647058823529416,0.0,0.0,0.0,0.0,0.0,0.0,0.0075329598987187996,0.04633726214928162,0.14378586808990745,0.02543618129163873,0.03328935189743792,0.41659076182328425,0.01590226808969798,0.049795188159532086,0.021846892152073333,0.06725448087883043,0.09789398771712486,0.144804557289027,0
0.15068493150684933,1.0,0.3333333333333333,0.6666666666666666,0.0784313725490196,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21261885952863974,0.24360667647615175,0.3217554221006569,0.2449992765127507,0.24259437956635618,0.5266489414445057,0.021404228496949885,0.0,0.019808998342864256,0.025811514000165195,0.0,0.012742801041434377,0
0.19178082191780824,0.0,0.0,0.6666666666666666,0.3921568627450981,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.009861949765480105,0.04484240375907503,0.11618585982980432,0.007954283757813152,0.012249158116544243,0.39250490595101656,0.011169513797634692,0.0012674898749343976,0.0,0.012100437763277443,0.0,0.0013669550208084149,1
0.20547945205479454,1.0,0.0,0.6666666666666666,0.1568627450980392,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.28109628027046996,0.31574489312515797,0.4152241210030018,0.34808092459632467,0.3426101341105576,0.5688862395856633,0.04006281849940707,0.0,0.027677998409915992,0.029941356240191626,0.0,0.016374499338243174,1
0.06849315068493152,1.0,0.0,0.6666666666666666,0.03921568627450983,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.057410879880428124,0.0891909853175779,0.1732950865527398,0.07235687689915403,0.0713385454617066,0.42956530160933637,0.0,0.008941744977076258,0.003831527725892506,0.007227223920046255,0.004283191438888743,0.003475309374936648,1
0.30136986301369867,1.0,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.02483061504100899,0.04603259896113201,0.1179993279279719,0.008710378883139486,0.013501644380551016,0.3915571523116195,0.014930077027445702,0.004456019091566241,0.0008884354914413248,0.015383662344098456,0.0,0.006409049705612335,0
0.35616438356164387,1.0,0.3333333333333333,0.3333333333333333,0.21568627450980393,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.40790252708197194,0.4314499456795579,0.5459027072488036,0.4515110693549143,0.44814982571535483,0.6468430118734392,0.05341709133254276,0.02640603906113328,0.0,0.08259684480052862,0.02635810116239226,0.0,1
0.16438356164383564,0.0,0.6666666666666667,0.6666666666666666,0.3529411764705882,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.12856365308458925,0.15740875588610953,0.254713421353493,0.1554702769020072,0.15969790661493924,0.4789764721888497,0.0,0.01980452929584996,0.0,0.030973816800198235,0.0,0.017376546874683242,0
0.30136986301369867,1.0,0.3333333333333333,0.3333333333333333,0.3921568627450981,0.0,0.0,0.0,0.0,0.0,0.0,0.00876143807019729,0.07175822465059986,0.12573942002812188,0.024588376514992488,0.021388763071348394,0.4020839050217107,0.09702146298729741,0.018662468106455946,0.030860561127235456,0.036058685058230774,0.03008118295158017,0.01898098136944566,0
0.09589041095890412,1.0,0.3333333333333333,0.3333333333333333,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.010245849194067132,0.055813626479583385,0.12616932085056534,0.01402750066744246,0.010114417377262255,0.4006288379986948,0.04614168349305044,0.01889022019335822,0.007136220389474793,0.006504501528041629,0.02592319249321279,0.006365608338425627,0
0.10958904109589042,1.0,0.0,0.3333333333333333,0.3921568627450981,0.0,0.0,0.0,0.0,0.0,0.0,0.017874357395012037,0.0468344322969763,0.1270854413804885,0.008579947379040064,0.013285019397782549,0.3923296522366755,0.017499439120541006,0.02061651499697981,0.0007351743824056246,0.014815809036094823,0.002207490972350352,0.003944476140553096,0
0.23287671232876714,0.0,0.3333333333333333,0.3333333333333333,0.2549019607843137,0.0,0.0,0.0,0.0,0.0,0.0,0.012358149161137092,0.0460242290933257,0.11760509573271807,0.012323739145143769,0.009956871935248824,0.3931505775301678,0.014903368481779429,0.003762860566211493,0.005134247152695958,0.006091517304038986,0.004553361975803263,0.007066462395704518,0
0.15068493150684933,1.0,0.3333333333333333,0.3333333333333333,0.21568627450980393,0.0,0.0,0.0,0.0,0.0,0.0,0.01445850559042879,0.04584343994870945,0.1154649781013402,0.021078953857817433,0.00763307666555072,0.3983943531408463,0.014326463895387968,0.0,0.015421899096717338,0.0,0.019537942486623265,0.014827986666396365,0
0.10958904109589042,0.0,0.6666666666666667,0.3333333333333333,0.5294117647058824,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.13977351639933047,0.16408456244842068,0.24938002294055917,0.14451810654215894,0.13214911676086571,0.46001909343098346,0.00908090552653227,0.01320301953056664,0.003831527725892506,0.008259684480052862,0.004942143967948549,0.011833428421659287,0
0.12328767123287673,1.0,0.3333333333333333,0.3333333333333333,0.43137254901960786,0.0,0.0,0.0,0.0,0.0,0.0,0.011614237379519563,0.04421466367360194,0.11654254610170063,0.009087407449676876,0.012174324031587861,0.39451109978623655,0.009128980908731557,0.001894633302636313,0.0013314558847476459,0.011904270256876189,0.008441181897256123,0.00611364840874272,0
0.30136986301369867,1.0,0.0,0.3333333333333333,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.019077242271251394,0.06664925734162955,0.14017958215141896,0.007954283757813152,0.028310915929813506,0.39961882317130815,0.08071856671260537,0.043454438029977456,0.0,0.05420417940034691,0.023036980415930837,0.0,0
0.34246575342465757,1.0,0.0,0.3333333333333333,0.2549019607843137,0.0,0.0,0.0,0.0,0.0,0.0,0.035390408656676184,0.05154499389836637,0.12421881013214287,0.01587188365509834,0.016325646428641764,0.3944557565080236,0.03352990822943709,0.015391420017758062,0.00991407799074686,0.022786404559345833,0.008717941959461241,0.02237230410115467,0
0.054794520547945216,0.0,0.0,0.3333333333333333,0.3921568627450981,0.0,0.0,0.0,0.0,0.0,0.0,0.008230803748905887,0.04247875309057369,0.11588924703528002,0.008749100735919002,0.008066326631087655,0.39192610749970597,0.005341709133254276,0.0012872944042302476,0.0023947048286828165,0.0011357066160072686,0.002108648092991381,0.00289609114578054,0
0.10958904109589042,1.0,0.3333333333333333,0.3333333333333333,0.27450980392156865,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.04683231784825223,0.07897472467319852,0.16815504964509714,0.06363223207025367,0.06907382973276355,0.426778536954321,0.0,0.01980452929584996,0.0,0.023230362600148675,0.0,0.00579218229156108,0
0.20547945205479454,0.0,0.0,0.6666666666666666,0.27450980392156865,0.0,0.0,0.0,0.0,0.0,0.0,0.008039707144453677,0.042016736387665496,0.11620838738381883,0.007954283757813152,0.009192776541483684,0.39296379396619907,0.0021153168167686934,0.0013070989335260974,0.0,0.0040937061204262,0.00401961042726482,0.0,0
0.16438356164383564,0.0,0.3333333333333333,0.3333333333333333,0.196078431372549,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.009515587169910474,0.04346472351815676,0.11783224856903099,0.010829890824755084,0.009464542428956852,0.3920068164470999,0.006735895217033642,0.004162251907011133,0.0033789285132714538,0.004800941604030726,0.0,0.0022589510937088214,0
0.15068493150684933,1.0,0.3333333333333333,0.6666666666666666,0.27450980392156865,0.0,0.0,0.0,0.0,0.0,0.0,0.007773536873966671,0.04175559651210869,0.11591552918163027,0.008443401898185982,0.008105712991591013,0.39183386870268433,0.0012820101919810262,0.0007921811718339985,0.000574729158883876,0.0012389526720079293,0.0007907430348717679,0.0006950618749873296,1
0.4794520547945206,0.0,0.0,0.6666666666666666,0.13725490196078438,0.0,0.0,0.0,0.0,0.0,0.0,0.04186892479154261,0.13001083060894136,0.12293286225714826,0.011506504252270832,0.013202308040725499,0.44982555337513286,0.2843284937448586,0.013193117265918717,0.0041907334501949285,0.01472804988849426,0.16816798017870793,0.009322517398267558,0
0.054794520547945216,0.0,0.3333333333333333,0.6666666666666666,0.03921568627450983,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.05771288076424992,0.09281346410414794,0.1744834150270049,0.0730151483964058,0.07176588747316803,0.4296990478650177,0.010683418266508551,0.00495113232396249,0.003113116277287661,0.006710993640042951,0.003953715174358839,0.0043441367186708105,1
